programme_name,normalized_programme_name,institution_name,normalized_institution_name,raw_requirement_text,accepts_form_four_direct,accepts_form_six,accepts_certificate,accepts_diploma,accepts_equivalent,minimum_csee_division_if_available,minimum_acsee_principal_passes_if_available,minimum_points_if_available,required_subjects,required_subject_grades_if_available,required_prior_field_if_available,bridge_or_foundation_required,eligibility_confidence,official_source_url,notes
Bachelor Degree in Oil and Gas Engineering,bachelor degree in oil and gas engineering,Dar es Salaam Maritime Institute (DMI),dar es salaam maritime dmi,"Diploma in Oil and Gas Engineering, Naval Architecture and Offshore Engineering, Mechanical and Marine Engineering, Mining Engineering, Electrical and Civil Engineering with an average of “B’’ or a minimum GPA of 3.0. In addition, an Applicant Must Have Four Passes in the following subjects at O-Level: Physics, Chemistry, Geography, Mathematics and English. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Chemistry; English; Geography; Mathematics; Physics,,"Oil and Gas Engineering, Naval Architecture and Offshore Engineering, Mechanical and Marine Engineering, Mining Engineering, Electrical and Civil Engineering",yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: DMI08.
Bachelor Degree in Oil and Gas Engineering,bachelor degree in oil and gas engineering,Dar es Salaam Maritime Institute (DMI),dar es salaam maritime dmi,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Chemistry or Geography.",no,yes,no,no,no,,two principal passes,4.0,Advanced Mathematics; Chemistry; Geography; Mathematics; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: DMI08.
Bachelor Degree in Purchasing and,bachelor degree in purchasing and,Dar es Salaam Maritime Institute (DMI),dar es salaam maritime dmi,"Diploma or Full Technician Certificate (FTC) in Procurement, Logistics and Supply Chain Management and Transport or Maritime 200 3 Duration (Yrs) Supply Chain Management Transport or Master Fisherman or Engineering or Procurement and Logistics or Freight and Forwarding and Transport Management with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,yes,yes,yes,,,,,,"Procurement, Logistics and Supply Chain Management and Transport",yes,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: DMI05. Programme name appears truncated by PDF extraction; verify before import/search display.
Bachelor Degree in Shipping and Logistics Management,bachelor degree in shipping and logistics management,Dar es Salaam Maritime Institute (DMI),dar es salaam maritime dmi,"Diploma or Full Technician Certificate (FTC) in Shipping and Logistics Management, Logistics and Transport, Maritime Transport, Master Fisherman, Marine Engineering, Procurement and Logistics, Freight Clearing and Forwarding and Transport Management with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,yes,yes,yes,,,,,,"Shipping and Logistics Management, Logistics and Transport, Maritime Transport, Master Fisherman, Marine Engineering, Procurement and Logistics, Freight Clearing and Forwarding and Transport Management",yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: DMI03.
Bachelor Degree in Shipping Economics and Logistics,bachelor degree in shipping economics and logistics,Dar es Salaam Maritime Institute (DMI),dar es salaam maritime dmi,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Chemistry, Biology, Accountancy, Geography, Economics or Commerce, History, English or Literature 4.0 300 3 Dar es Salaam Tumaini University (DarTU), Dar es Salaam",no,yes,no,no,no,,two principal passes,,Accountancy; Advanced Mathematics; Biology; Chemistry; Commerce; Economics; English; Geography; History; Literature; Mathematics; Physics,,,no,medium,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: DMI10.
Bachelor Degree in Transport and Supply Chain Management,bachelor degree in transport and supply chain management,Dar es Salaam Maritime Institute (DMI),dar es salaam maritime dmi,"Diploma or Full Technician Certificate (FTC) in Education, Procurement, Shipping and Port Management, Accounting and Transport Finance, Fisheries Management and Technology, Fisheries Science and Technology, Logistics and Supply Chain Management and Transport or Maritime Transport, Freight and Forwarding and Transport Management with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0",no,no,yes,yes,yes,,,,Accounting,,"Education, Procurement, Shipping and Port Management, Accounting and Transport Finance, Fisheries Management and Technology, Fisheries Science and Technology, Logistics and Supply Chain Management and Transport",yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: DMI06.
Bachelor Degree in Transport and Supply Chain Management,bachelor degree in transport and supply chain management,Dar es Salaam Maritime Institute (DMI),dar es salaam maritime dmi,"Two principal passes in the following subjects: Advanced Mathematics, Physics, Engineering Science, Chemistry, Biology, Accountancy, Economics, Commerce, History, Geography, English or Literature.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Biology; Chemistry; Commerce; Economics; Engineering Science; English; Geography; History; Literature; Mathematics; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: DMI06.
Ordinary Diploma in Law,ordinary diploma in law,DAR ES SALAAM POLICE ACADEMY,dar es salaam police academy,Holders of Basic Technician Certificate (NTA Level 4) in Law OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects,no,yes,yes,no,no,,,,,,Law,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Law,ordinary diploma in law,DAR ES SALAAM POLICE ACADEMY,dar es salaam police academy,Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including English language,yes,no,no,no,no,four CSEE passes,,,English; English Language,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Medical Laboratory Sciences,ordinary diploma in medical laboratory sciences,DAR ES SALAAM POLICE ACADEMY,dar es salaam police academy,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics and English Language.",yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; Engineering Science; English; English Language; Mathematics; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Textile and Fashion Design,ordinary diploma in textile and fashion design,DAR ES SALAAM REGIONAL VOCATIONAL TRAINING AND SERVICES CENTRE,dar es salaam regional vocational training services,"Holders of Basic Technician Certificate (NTA Level 4) in Textile and Fashion Design , Business, engineering, arts and design, agriculture, information technology or Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one subsidiary in Principal subjects",no,yes,yes,no,no,,,,Agriculture,,"Textile and Fashion Design , Business, engineering, arts and design, agriculture, information technology",no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Textile and Fashion Design,ordinary diploma in textile and fashion design,DAR ES SALAAM REGIONAL VOCATIONAL TRAINING AND SERVICES CENTRE,dar es salaam regional vocational training services,Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects OR National Vocation Award (NVA) III/Trade Test I in related fields and must have D passes in Certificate of Secondary Education (CSEE).,yes,no,yes,no,yes,four CSEE passes,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Auto Body Repair (ABR),auto body repair abr,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Binding and Printing Finishing (PT),binding and printing finishing pt,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Carpentry and Joinery (CJ),carpentry and joinery cj,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Civil Draughting (CD),civil draughting cd,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Design Sewing and Clothing Technology (DSCT),design sewing and clothing technology dsct,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Electrical Installation (EL),electrical installation el,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Electronics (ELEC),electronics elec,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Fitter Mechanics (FM),fitter mechanics fm,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Information and Communication Technology (ICT),information and communication technology ict,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Laboratory Assistant (LA),laboratory assistant la,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Masonry and Bricklaying (MB),masonry and bricklaying mb,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
Off Set Machine Printing (OSMP),off set machine printing osmp,Dar es Salaam RVTSC,dar es salaam rvtsc,Official VETA occupation listing does not state a programme-specific academic entry requirement in the source used.,unknown,unknown,unknown,unknown,unknown,,,,,,,unknown,low,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,"Eligibility unknown: VETA occupations PDF lists trades, not academic entry requirements."
